contig_id	d	p	c	o	f	g	s	element	str	All	Domain to species	Domain to genus	Domain to family	Domain to order	Domain to class	Domain to phylum
bcAd1037T--bcAd1037T_ptg000330l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	plasmid_unnamed01	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_plasmid_unnamed01_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1037T--bcAd1037T_ptg000331l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	plasmid_unnamed01	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_plasmid_unnamed01_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1037T--bcAd1037T_ptg000332l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	plasmid_unnamed01	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_plasmid_unnamed01_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1037T--bcAd1037T_ptg000333l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	plasmid_unnamed01	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_plasmid_unnamed01_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1037T--bcAd1037T_ptg000334l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	plasmid_unnamed01	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_plasmid_unnamed01_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1037T--bcAd1037T_ptg000335l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	plasmid_unnamed01	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_plasmid_unnamed01_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1037T--bcAd1037T_ptg000336l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	plasmid_unnamed01	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_plasmid_unnamed01_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000001c	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_putida	chromosome	HAMBI_0006	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_E_Pseudomonas_E_putida_chromosome_HAMBI_0006	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_E_Pseudomonas_E_putida	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_E	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000002l	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Bordetella	Bordetella_avium	chromosome	HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium_chromosome_HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000004l	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Bordetella	Bordetella_avium	chromosome	HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium_chromosome_HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000005l	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_denitrificans	plasmid_unnamed1	HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans_plasmid_unnamed1_HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales	Bacteria_Pseudomonadota_Alphaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000006l	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_spiritivorum	chromosome	HAMBI_1896	Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_Sphingobacteriaceae_Sphingobacterium_Sphingobacterium_spiritivorum_chromosome_HAMBI_1896	Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_Sphingobacteriaceae_Sphingobacterium_Sphingobacterium_spiritivorum	Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_Sphingobacteriaceae_Sphingobacterium	Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_Sphingobacteriaceae	Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales	Bacteria_Bacteroidota_Bacteroidia	Bacteria_Bacteroidota
bcAd1039T--bcAd1039T_ptg000007l	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium_yanoikuyae	chromosome	HAMBI_1842	Bacteria_Pseudomonadota_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingobium_Sphingobium_yanoikuyae_chromosome_HAMBI_1842	Bacteria_Pseudomonadota_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingobium_Sphingobium_yanoikuyae	Bacteria_Pseudomonadota_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingobium	Bacteria_Pseudomonadota_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae	Bacteria_Pseudomonadota_Alphaproteobacteria_Sphingomonadales	Bacteria_Pseudomonadota_Alphaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000009l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii	chromosome	HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii_chromosome_HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000010c	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_E_chlororaphis	chromosome	HAMBI_1977	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas_E_chlororaphis_chromosome_HAMBI_1977	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas_E_chlororaphis	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonadales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000013l	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium_tumefaciens	chromosome_1	HAMBI_105	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Agrobacterium_tumefaciens_chromosome_1_HAMBI_105	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Agrobacterium_tumefaciens	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales	Bacteria_Pseudomonadota_Alphaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000018l	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Comamonas	Comamonas_testosteroni_C	chromosome	HAMBI_0403	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B_Comamonas_Comamonas_testosteroni_C_chromosome_HAMBI_0403	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B_Comamonas_Comamonas_testosteroni_C	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B_Comamonas	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000020l	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium_tumefaciens	chromosome_2	HAMBI_105	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Agrobacterium_tumefaciens_chromosome_2_HAMBI_105	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Agrobacterium_tumefaciens	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales_Rhizobiaceae	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobiales	Bacteria_Pseudomonadota_Alphaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000023l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Aeromonadaceae	Aeromonas	Aeromonas_caviae	chromosome	HAMBI_1972	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae_Aeromonas_Aeromonas_caviae_chromosome_HAMBI_1972	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae_Aeromonas_Aeromonas_caviae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae_Aeromonas	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000024c	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_B_koseri	chromosome	HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri_chromosome_HAMBI_1287	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobacter_B_koseri	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000026l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii	chromosome	HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii_chromosome_HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000027l	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_oxalaticus	chromosome_1	HAMBI_2164	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_Cupriavidus_oxalaticus_chromosome_1_HAMBI_2164	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_Cupriavidus_oxalaticus	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000029l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii	chromosome	HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii_chromosome_HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000030l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii	chromosome	HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii_chromosome_HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000033l	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Bordetella	Bordetella_avium	chromosome	HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium_chromosome_HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000034l	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_denitrificans	chromosome	HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans_chromosome_HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales	Bacteria_Pseudomonadota_Alphaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000035l	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_denitrificans	plasmid_unnamed2	HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans_plasmid_unnamed2_HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales	Bacteria_Pseudomonadota_Alphaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000037l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Aeromonadaceae	Aeromonas	Aeromonas_caviae	chromosome	HAMBI_1972	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae_Aeromonas_Aeromonas_caviae_chromosome_HAMBI_1972	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae_Aeromonas_Aeromonas_caviae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae_Aeromonas	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A_Aeromonadaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_A	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000039l	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_denitrificans	chromosome	HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans_chromosome_HAMBI_2443	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus_denitrificans	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae	Bacteria_Pseudomonadota_Alphaproteobacteria_Rhodobacterales	Bacteria_Pseudomonadota_Alphaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000042l	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Comamonas	Comamonas_testosteroni_C	chromosome	HAMBI_0403	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B_Comamonas_Comamonas_testosteroni_C_chromosome_HAMBI_0403	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B_Comamonas_Comamonas_testosteroni_C	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B_Comamonas	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_B	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000043l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii	chromosome	HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii_chromosome_HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000045l	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii	chromosome	HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii_chromosome_HAMBI_1292	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella_Morganella_morganii	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Morganella	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
bcAd1039T--bcAd1039T_ptg000046l	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Bordetella	Bordetella_avium	chromosome	HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium_chromosome_HAMBI_2160	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella_Bordetella_avium	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C_Bordetella	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_C	Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales	Bacteria_Pseudomonadota_Gammaproteobacteria	Bacteria_Pseudomonadota
