clade_name	EFF1	EFF2	EFF3	INF1	INF2	INF3	SLU1	SLU2	SLU3
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_ammoniilytica	0.0	0.0	0.0	0.0096	0.0147	0.0129	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_ammoniilytica|t__GCF_025566965.1	0.0	0.0	0.0	0.0096	0.0147	0.0129	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_caecimuris	0.0226	0.0224	0.0	0.0162	0.0148	0.0137	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_caecimuris|t__GCF_024622975.1	0.0226	0.0224	0.0	0.0162	0.0148	0.0137	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_difficilis	0.0	0.0	0.0	0.0175	0.0193	0.0201	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_difficilis|t__GCF_014297245.1	0.0	0.0	0.0	0.0175	0.0193	0.0201	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_faecis	0.1592	0.1424	0.0251	0.1108	0.1254	0.0629	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_faecis|t__GCF_020554845.1	0.1592	0.1424	0.0251	0.1108	0.1254	0.0629	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_fusiformis	0.1842	0.1715	0.0749	0.1695	0.1786	0.151	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_fusiformis|t__GCF_020687435.1	0.1842	0.1715	0.0749	0.1695	0.1786	0.151	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_hydrogenotrophica	0.0	0.0	0.0	0.0082	0.0036	0.003	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_hydrogenotrophica|t__GCF_000157975.1	0.0	0.0	0.0	0.0082	0.0036	0.003	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_intestinalis|t__GCF_014297355.1	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_luti	0.0556	0.0721	0.0	0.0153	0.0112	0.0149	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_luti|t__GCF_009707925.1	0.0556	0.0721	0.0	0.0153	0.0112	0.0149	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_obeum	0.1261	0.1376	0.0568	0.0705	0.1164	0.0616	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_obeum|t__GCF_025147765.1	0.1261	0.1376	0.0568	0.0705	0.1164	0.0616	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_schinkii_B	0.0211	0.0388	0.0	0.0093	0.0089	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_schinkii_B|t__GCF_013304825.1	0.0211	0.0388	0.0	0.0093	0.0089	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp000436615	0.0915	0.1001	0.0214	0.0395	0.0423	0.0339	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp000436615|t__GCF_003461245.1	0.0915	0.1001	0.0214	0.0395	0.0423	0.0339	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003471165	0.0	0.0	0.0	0.0111	0.0128	0.015	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003471165|t__GCA_003471165.1	0.0	0.0	0.0	0.0111	0.0128	0.015	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003474435	0.0	0.0	0.0	0.0093	0.0117	0.0142	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003474435|t__GCF_003474435.1	0.0	0.0	0.0	0.0093	0.0117	0.0142	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003477525	0.0581	0.0516	0.0	0.0172	0.0134	0.0126	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp003477525|t__GCA_003477525.1	0.0581	0.0516	0.0	0.0172	0.0134	0.0126	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066205	0.1176	0.096	0.0	0.0395	0.0451	0.0401	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066205|t__GCF_013304735.1	0.1176	0.096	0.0	0.0395	0.0451	0.0401	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066335	0.1236	0.1169	0.0289	0.1206	0.0796	0.073	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066335|t__GCF_003461955.1	0.1236	0.1169	0.0289	0.1206	0.0796	0.073	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066355	0.0376	0.0272	0.0	0.0288	0.0301	0.0295	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900066355|t__GCA_900066355.1	0.0376	0.0272	0.0	0.0288	0.0301	0.0295	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900120195	0.0	0.013	0.0	0.0131	0.0186	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900120195|t__GCF_900120195.1	0.0	0.013	0.0	0.0131	0.0186	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900548245	0.0487	0.0467	0.0	0.0158	0.0149	0.0155	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900548245|t__GCF_009883055.1	0.0487	0.0467	0.0	0.0158	0.0149	0.0155	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900551715	0.0	0.0	0.0	0.0058	0.0089	0.0057	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900551715|t__GCA_900551715.1	0.0	0.0	0.0	0.0058	0.0089	0.0057	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900764225	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp900764225|t__GCA_900764225.1	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp905206915	0.0	0.0	0.0	0.0	0.0	0.0183	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp905206915|t__GCF_020537505.1	0.0	0.0	0.0	0.0	0.0	0.0183	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp905209435	0.0	0.0	0.0	0.0138	0.0138	0.0155	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp905209435|t__GCA_905209435.1	0.0	0.0	0.0	0.0138	0.0138	0.0155	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp934364795	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp934364795|t__GCA_934364795.1	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp934394595	0.0	0.0	0.0	0.0073	0.0	0.0046	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp934394595|t__GCA_934394595.1	0.0	0.0	0.0	0.0073	0.0	0.0046	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp934426285	0.0	0.0	0.0	0.017	0.0131	0.0124	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_sp934426285|t__GCA_934426285.1	0.0	0.0	0.0	0.017	0.0131	0.0124	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae	0.7539	0.7679	0.158	0.377	0.3613	0.3233	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae_B	0.1088	0.1514	0.0	0.0241	0.0349	0.0325	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae_B|t__GCF_013300825.1	0.1088	0.1514	0.0	0.0241	0.0349	0.0325	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae_C	0.1791	0.1903	0.0715	0.3177	0.3123	0.265	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae_C|t__GCA_958454115.1	0.1791	0.1903	0.0715	0.3177	0.3123	0.265	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A_wexlerae|t__GCF_025148125.1	0.7539	0.7679	0.158	0.377	0.3613	0.3233	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_argi	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_argi|t__GCF_003287895.1	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_celeris	0.0	0.0	0.0	0.0031	0.0012	0.0014	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_celeris|t__GCF_014287615.1	0.0	0.0	0.0	0.0031	0.0012	0.0014	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0.0	0.0	0.0	0.0069	0.0036	0.0067	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii|t__GCF_002222595.2	0.0	0.0	0.0	0.0069	0.0036	0.0067	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp000432195	0.0	0.0	0.0	0.0066	0.0067	0.0075	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp000432195|t__GCA_902363515.1	0.0	0.0	0.0	0.0066	0.0067	0.0075	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900541955	0.0	0.0	0.0	0.0	0.0096	0.0049	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900541955|t__GCF_013304445.1	0.0	0.0	0.0	0.0	0.0096	0.0049	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900556555	0.0	0.0	0.0	0.0022	0.0	0.0046	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp900556555|t__GCA_900556555.1	0.0	0.0	0.0	0.0022	0.0	0.0046	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris	0.0425	0.0508	0.0154	0.0167	0.0178	0.0133	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris|t__GCA_003481745.1	0.0425	0.0508	0.0154	0.0167	0.0178	0.0133	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bovifimicola	0.0074	0.0	0.0	0.0108	0.0121	0.0099	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bovifimicola|s__Bovifimicola_ammoniilytica	0.0074	0.0	0.0	0.0108	0.0121	0.0099	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bovifimicola|s__Bovifimicola_ammoniilytica|t__GCF_025567085.1	0.0074	0.0	0.0	0.0108	0.0121	0.0099	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola	0.0	0.0	0.0	0.0283999999999999	0.0285	0.0332	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp003478505	0.0	0.0	0.0	0.0103	0.0095	0.0066	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp003478505|t__GCF_003478505.1	0.0	0.0	0.0	0.0103	0.0095	0.0066	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp003480315	0.0	0.0	0.0	0.0078	0.0122	0.0089	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp003480315|t__GCF_003480315.1	0.0	0.0	0.0	0.0078	0.0122	0.0089	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp900538475	0.0	0.0	0.0	0.0048	0.0058	0.0045	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp900538475|t__GCA_900538475.1	0.0	0.0	0.0	0.0048	0.0058	0.0045	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp900540335	0.0	0.0	0.0	0.0026	0.0	0.0092	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp900540335|t__GCA_900540335.1	0.0	0.0	0.0	0.0026	0.0	0.0092	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp900770535	0.0	0.0	0.0	0.0029	0.001	0.004	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotaphodocola|s__Brotaphodocola_sp900770535|t__GCA_900770535.1	0.0	0.0	0.0	0.0029	0.001	0.004	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotonthovivens	0.0	0.0	0.0	0.0066	0.002	0.004	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotonthovivens|s__Brotonthovivens_avistercoris	0.0	0.0	0.0	0.0066	0.002	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotonthovivens|s__Brotonthovivens_avistercoris|t__GCA_019116105.1	0.0	0.0	0.0	0.0066	0.002	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotonthovivens|s__Brotonthovivens_sp900557275	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotonthovivens|s__Brotonthovivens_sp900557275|t__GCA_900557275.1	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter	0.0	0.0	0.0	0.0417	0.0534	0.0318	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_hominis	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_hominis|t__GCF_014384965.1	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_intestini	0.0	0.0	0.0	0.0127	0.0142	0.0092	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_intestini|t__GCA_001414325.1	0.0	0.0	0.0	0.0127	0.0142	0.0092	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_sp000436755	0.0	0.0	0.0	0.0083	0.0054	0.0065	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_sp000436755|t__GCA_000436755.1	0.0	0.0	0.0	0.0083	0.0054	0.0065	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_sp003529475	0.0	0.0	0.0	0.0167	0.0338	0.0161	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_sp003529475|t__GCF_003478335.1	0.0	0.0	0.0	0.0167	0.0338	0.0161	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio	0.0	0.0	0.0	0.0067	0.0068	0.0041	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A	0.0244	0.0342	0.0	0.0332999999999999	0.0445	0.0237	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A|s__Butyrivibrio_A_crossotus	0.0244	0.0342	0.0	0.0272	0.0391	0.0177	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A|s__Butyrivibrio_A_crossotus|t__GCF_025148445.1	0.0244	0.0342	0.0	0.0272	0.0391	0.0177	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A|s__Butyrivibrio_A_sp000431815	0.0	0.0	0.0	0.0061	0.0054	0.006	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio_A|s__Butyrivibrio_A_sp000431815|t__GCA_000431815.1	0.0	0.0	0.0	0.0061	0.0054	0.006	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp017996845	0.0	0.0	0.0	0.0067	0.0068	0.0041	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp017996845|t__GCA_017996845.1	0.0	0.0	0.0	0.0067	0.0068	0.0041	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-194	0.0147	0.0041	0.0	0.0137	0.0159	0.0109	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-194|s__CAG-194_sp000432915	0.0147	0.0041	0.0	0.0137	0.0159	0.0109	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-194|s__CAG-194_sp000432915|t__GCA_000432915.1	0.0147	0.0041	0.0	0.0137	0.0159	0.0109	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-303	0.0075	0.0	0.0	0.0044	0.0123	0.0057	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-303|s__CAG-303_sp000437755	0.0075	0.0	0.0	0.0044	0.0097	0.0057	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-303|s__CAG-303_sp000437755|t__GCA_000437755.1	0.0075	0.0	0.0	0.0044	0.0097	0.0057	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-303|s__CAG-303_sp900539455	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-303|s__CAG-303_sp900539455|t__GCA_900539455.1	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-411	0.0	0.0	0.0	0.0058	0.0033	0.0034	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-411|s__CAG-411_sp000437275	0.0	0.0	0.0	0.0058	0.0033	0.0034	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-411|s__CAG-411_sp000437275|t__GCA_000437275.1	0.0	0.0	0.0	0.0058	0.0033	0.0034	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-510	0.0	0.0	0.0	0.0031	0.0101	0.006	0.0	0.0	0.0
