Name	Sample	ARG	Completeness	Contamination	Contig_Number	phylum	class	order	family	genus	species
SLU1_semibin2_23	SLU1	NA	72.07	0	1	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAAYUI01	JAAYUI01 sp017992555
SLU1_metabat2.330	SLU1	NA	98.21	2.63	2	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	JAAYBJ01	NA
SLU1_semibin2_22	SLU1	NA	97.85	1.08	2	Patescibacteria	Paceibacteria	Paceibacterales	UBA5738	UBA5738	NA
SLU1_semibin2_1	SLU1	NA	95.84	1.71	2	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	JAAZGC01	JAAZGC01 sp012841635
SLU1_metabat2.853	SLU1	NA	91.24	0.51	2	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	NA
SLU1_metabat2.656	SLU1	NA	89.37	0.13	2	Patescibacteria	WWE3	UBA101185	UBA10185	UBA1397	UBA1397 sp002305205
SLU1_metabat2.144	SLU1	NA	82.93	0.59	2	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp017994055
SLU1_metabat2.1049	SLU1	NA	80.58	1.17	2	JAFGOL01	JAFGOL01	JAFGOL01	JAFGOL01	NA	NA
SLU1_metabat2.809	SLU1	NA	80.58	0.2	2	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	UBA1413	NA
SLU1_metabat2.1227_sub	SLU1	NA	75.83	0.01	2	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAAYUI01	JAAYUI01 sp017992475
SLU1_metabat2.279	SLU1	NA	89.31	3.04	3	Patescibacteria	JAEDAM01	Absconditabacterales	X112	CAJBLF01	NA
SLU1_semibin2_8	SLU1	NA	88.67	2.59	3	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	NA
SLU1_metabat2.838	SLU1	NA	86.41	4.26	3	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	T78	T78 sp012839565
SLU1_metabat2.161	SLU1	sul4_1_MG649393	80.89	1.72	3	Myxococcota	UBA9042	DTJE01	DTJE01	DUVQ01	DUVQ01 sp012840965
SLU1_metabat2.426	SLU1	NA	79.35	0.61	3	Patescibacteria	Microgenomatia	UBA12405	UBA12405	UBA12158	NA
SLU1_semibin2_51	SLU1	NA	74.67	3.23	3	Patescibacteria	ABY1	BM507	UBA917	UBA1359	NA
SLU1_semibin2_43	SLU1	NA	73.67	3.01	3	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	25-Feb	NA
SLU1_semibin2_32	SLU1	NA	73.11	1.8	3	Thermotogota	Thermotogae	MWEM01	MWEM01	MWEM01	MWEM01 sp002071085
SLU1_metabat2.680	SLU1	NA	100	2.61	4	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	Smithella sp018056685
SLU1_metabat2.1017	SLU1	NA	99.63	0.7	4	Patescibacteria	ABY1	Magasanikbacterales	GWA2-37-8	1-14-0-10-36-32	NA
SLU1_semibin2_60	SLU1	NA	86.18	4.45	4	Patescibacteria	Paceibacteria	UBA9983_A	XYD1-FULL-46-19	NA	NA
SLU1_semibin2_66	SLU1	tet(44)_2_FN594949	76.81	0.92	5	Patescibacteria	ABY1	SG8-24	2-12-FULL-60-25	MWCR01	MWCR01 sp002070095
SLU1_metabat2.629	SLU1	NA	79.87	0.1	6	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	UBA6	UBA6 sp002067635
SLU1_semibin2_16	SLU1	NA	91.4	6.01	7	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	NA
SLU1_semibin2_101	SLU1	NA	73.39	1.5	7	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	MWEI01	MWEI01 sp002071045
SLU1_semibin2_7	SLU1	NA	97.13	3.54	8	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	NA
SLU1_semibin2_96	SLU1	NA	92.05	6.02	8	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAAYUI01	JAAYUI01 sp017992475
SLU1_metabat2.843	SLU1	NA	91.59	3.66	8	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp002070505
SLU1_semibin2_83	SLU1	NA	79.02	1.02	8	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1447	NA
SLU1_metabat2.741	SLU1	NA	74.25	1.4	8	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas sp002069095
SLU1_semibin2_6	SLU1	NA	90.63	6.9	9	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp012519515
SLU1_metabat2.669	SLU1	NA	76.54	0.24	9	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	Afipia sp017308595
SLU1_metabat2.388	SLU1	erm(F)_3_M17808	75.7	2.42	9	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	W0P28-013	W0P28-013 sp012837685
SLU1_metabat2.824	SLU1	NA	74.09	0.45	9	Bacteroidota	Bacteroidia	Bacteroidales	Tenuifilaceae	Tenuifilum	Tenuifilum sp018056955
SLU1_semibin2_31	SLU1	NA	73.2	1.44	9	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	NA
SLU1_metabat2.807	SLU1	NA	72.94	0.11	9	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	UBA4179	NA
SLU1_metabat2.34	SLU1	NA	70.25	0.73	9	Firmicutes_A	Clostridia	Christensenellales	CAG-74	Pullichristensenella	Pullichristensenella sp002068815
SLU1_semibin2_13	SLU1	NA	70.79	3.65	10	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	NA
SLU1_metabat2.998	SLU1	NA	99.34	3.07	11	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	JAFGBI01	NA
SLU1_metabat2.364	SLU1	NA	81.04	3.86	11	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA5429	NA
SLU1_semibin2_24	SLU1	NA	73.04	2.14	11	Actinobacteriota	Thermoleophilia	RBG-16-64-13	RBG-16-64-13	JAAYZX01	NA
SLU1_semibin2_9	SLU1	NA	89.9	2.7	13	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	MWDR01	NA
SLU1_semibin2_17	SLU1	NA	79.2	5.7	13	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	SLFT01	NA
SLU1_metabat2.437	SLU1	NA	75.86	0.03	13	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas_B	NA
SLU1_metabat2.455	SLU1	NA	73.22	4.42	14	Caldisericota	Caldisericia	UBA6126	JAGPKI01	JAGPKI01	JAGPKI01 sp018054005
SLU1_semibin2_93	SLU1	NA	84.03	2.46	15	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	UBA1062	NA
SLU1_metabat2.1239	SLU1	NA	82.45	7.07	15	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	T78	T78 sp019136215
SLU1_metabat2.84	SLU1	NA	74.4	3.69	16	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA5266	UBA5266 sp002069895
SLU1_semibin2_79	SLU1	NA	80.36	9.96	17	Patescibacteria	Dojkabacteria	B142	OLB20	NA	NA
SLU1_semibin2_15	SLU1	NA	75.62	0.4	17	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAGNLA01	JAGNLA01 sp017999835
SLU1_semibin2_55	SLU1	NA	70.17	2.78	17	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	DSYU01	NA
SLU1_metabat2.744	SLU1	NA	77.79	3.38	19	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	MWCO01	MWCO01 sp002070115
SLU2_complete.62	SLU2	NA	100	4.69	1	Desulfobacterota	Syntrophia	Syntrophales	UBA4778	NA	NA
SLU2_complete.10	SLU2	NA	100	1.02	1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
SLU2_complete.9	SLU2	NA	100	1.73	1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
SLU2_complete.101	SLU2	NA	99.2	0.28	1	Patescibacteria	ABY1	Magasanikbacterales	GWA2-37-8	1-14-0-10-36-32	NA
SLU2_complete.122	SLU2	NA	99.16	2.09	1	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	Smithella sp018056685
SLU2_complete.141	SLU2	NA	98.24	2.01	1	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	NA
SLU2_complete.7	SLU2	NA	97.96	1.67	1	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	Syntrophorhabdus sp002067585
SLU2_complete.143	SLU2	NA	97.78	0.11	1	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	NA
SLU2_complete.134	SLU2	NA	97.49	1.9	1	Bacteroidota	Bacteroidia	Bacteroidales	4484-276	RZYY01	RZYY01 sp012516825
SLU2_complete.70	SLU2	NA	97.27	0.21	1	Patescibacteria	Paceibacteria	Paceibacterales	UBA5738	UBA5738	NA
SLU2_complete.74	SLU2	NA	97.14	0.5	1	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Trichlorobacter	NA
SLU2_complete.229	SLU2	NA	96.49	0.66	1	Micrarchaeota	Micrarchaeia	CAILAH01	CAILAH01	NA	NA
SLU2_complete.256	SLU2	NA	95.12	0.06	1	Patescibacteria	Paceibacteria	Paceibacterales	UBA5633	UBA5633	UBA5633 sp017992335
SLU2_complete.117	SLU2	NA	95.1	0.01	1	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1422	UBA1422 sp002304835
SLU2_complete.124	SLU2	NA	95.02	0.12	1	Patescibacteria	WWE3	UBA101185	UBA10185	UBA1397	UBA1397 sp002305205
SLU2_complete.88	SLU2	NA	94.82	0.14	1	Firmicutes	Bacilli	ML615J-28	CAG-698	DUNF01	DUNF01 sp012839485
SLU2_complete.258	SLU2	NA	94.27	0.18	1	Patescibacteria	Paceibacteria	UBA9983_A	XYD1-FULL-46-19	NA	NA
SLU2_complete.241	SLU2	NA	93.51	0.12	1	Patescibacteria	Paceibacteria	UBA9983_A	UBA5272	UBA5272	NA
SLU2_metabat2.730	SLU2	NA	90.72	0.34	1	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA8199	UBA8199	UBA8199 sp003527065
SLU2_semibin2_60	SLU2	NA	88.96	0.18	1	Patescibacteria	WWE3	UBA101185	UBA10185	JAAZNV01	NA
SLU2_metabat2.728	SLU2	NA	78.59	0.88	1	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UBA6107	NA
SLU2_semibin2_35	SLU2	NA	76.07	0.31	1	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Brachymonas	Brachymonas denitrificans_A
SLU2_metabat2.766	SLU2	NA	71.8	0	1	Patescibacteria	Paceibacteria	Moranbacterales	GWC2-37-73	UBA1362	UBA1362 sp002306085
SLU2_metabat2.498	SLU2	NA	97.49	2.36	2	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	T78	NA
SLU2_semibin2_30	SLU2	NA	77.44	1.89	2	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	25-Feb	NA
SLU2_metabat2.710	SLU2	tet(W)_5_AJ427422	73.87	0	2	Firmicutes_A	Clostridia	Christensenellales	CAG-74	NA	NA
SLU2_metabat2.1181	SLU2	NA	73.46	0.15	2	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	UBA4175	UBA4175 sp002379855
SLU2_metabat2.690	SLU2	NA	99.37	3	3	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	JAFGBI01	NA
SLU2_metabat2.1089	SLU2	NA	96.58	5.67	3	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	Flexilinea sp002329625
SLU2_semibin2_1	SLU2	NA	95.84	1.71	3	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	JAAZGC01	JAAZGC01 sp012841635
SLU2_metabat2.1098	SLU2	NA	90.16	3.11	3	Firmicutes_A	Clostridia	Saccharofermentanales	Saccharofermentanaceae	JAAYCT01	NA
SLU2_metabat2.1438	SLU2	NA	87.66	8.55	3	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	NA
SLU2_metabat2.1127	SLU2	NA	83.65	0.45	3	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	MWEV01	MWEV01 sp002071245
SLU2_metabat2.357	SLU2	NA	81.29	0.2	3	Firmicutes_G	SHA-98	DTUO25	DTU025	UBA1393	NA
SLU2_metabat2.739	SLU2	NA	72.25	1.88	3	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
SLU2_semibin2_44	SLU2	NA	70.65	0.82	3	Bacteroidota	Bacteroidia	Bacteroidales	TTA-H9	TTA-H9	TTA-H9 sp002418865
SLU2_semibin2_8	SLU2	NA	99.32	5.76	4	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Ch10	NA
SLU2_metabat2.396	SLU2	NA	98.09	2.07	4	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	JAAYBJ01	NA
SLU2_metabat2.857	SLU2	NA	91.6	0.19	4	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp017994055
SLU2_metabat2.736	SLU2	NA	91.42	0.11	4	Firmicutes	Bacilli	RFN20	CAG-826	UBA1361	NA
SLU2_metabat2.1226	SLU2	NA	86.25	2.35	4	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	NA
SLU2_metabat2.1520_sub	SLU2	NA	85.43	7.08	4	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAAYUI01	JAAYUI01 sp017992555
SLU2_metabat2.1516	SLU2	NA	74.85	0.15	4	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	T78	NA
SLU2_metabat2.452	SLU2	NA	94.54	1.17	5	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-15	JAGOEF01	JAGOEF01 sp017997855
SLU2_metabat2.856	SLU2	NA	93.99	1.48	5	Firmicutes_A	Clostridia	Christensenellales	CAG-74	JAGVSV01	NA
SLU2_semibin2_7	SLU2	NA	89.64	0.89	5	Firmicutes_A	Clostridia	Christensenellales	CAG-138	Phil1	NA
SLU2_metabat2.1510	SLU2	NA	84.93	5.63	5	Patescibacteria	Paceibacteria	Moranbacterales	SCTJ01	NA	NA
SLU2_metabat2.588	SLU2	NA	83.64	4.89	5	Firmicutes_A	Clostridia	Christensenellales	DTU072	MWEH01	MWEH01 sp002070965
SLU2_metabat2.752	SLU2	NA	82.94	6.46	5	Myxococcota	UBA9042	DTJE01	DTJE01	DUVQ01	DUVQ01 sp012840965
SLU2_semibin2_6	SLU2	NA	96.52	2.39	6	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	PLanc-01	PLanc-01 sp012744475
SLU2_semibin2_21	SLU2	NA	96.1	3.56	6	Ratteibacteria	UBA8468	B48-G9	JAFGKM01	NA	NA
SLU2_metabat2.536	SLU2	NA	93.88	1.69	6	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	NA
SLU2_semibin2_16	SLU2	NA	91.69	5.3	6	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	NA
SLU2_semibin2_24	SLU2	NA	85.93	2.95	6	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1447	UBA1447 sp002069695
SLU2_metabat2.1477	SLU2	NA	83.75	5.94	6	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	SLFT01	NA
SLU2_metabat2.942	SLU2	NA	80.22	0.88	6	Firmicutes_A	Clostridia	Christensenellales	CAG-74	Avichristensenella	NA
SLU2_metabat2.363	SLU2	NA	79.93	0.24	6	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	UBA1062	UBA1062 sp002316295
SLU2_metabat2.57	SLU2	NA	72.87	2.39	6	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	Methanofastidiosum sp001587595
SLU2_metabat2.1118	SLU2	NA	70.31	2.41	6	Firmicutes_G	SHA-98	DTUO25	DTU025	UBA5389	NA
SLU2_metabat2.1069	SLU2	NA	87.2	5.67	7	JAFGOL01	JAFGOL01	JAFGOL01	JAFGOL01	NA	NA
SLU2_metabat2.761	SLU2	NA	83.02	0.16	7	Bacteroidota	Bacteroidia	Bacteroidales	TTA-H9	TTA-H9	TTA-H9 sp002071415
SLU2_metabat2.887	SLU2	NA	70.63	5.96	7	Bacteroidota	Bacteroidia	Bacteroidales	CAIWKO01	CAIWKO01	CAIWKO01 sp018004645
SLU2_metabat2.444	SLU2	NA	88.82	0.66	8	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas sp002069095
SLU2_metabat2.701	SLU2	NA	75.75	2.72	8	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	MWEI01	MWEI01 sp002071045
SLU2_semibin2_46	SLU2	NA	75.62	3.11	8	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	49-20	NA
SLU2_metabat2.1214	SLU2	erm(F)_3_M17808	99.91	1.2	9	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	W0P28-013	W0P28-013 sp012837685
SLU2_metabat2.1535	SLU2	NA	92.35	7.26	9	Patescibacteria	WWE3	UBA101185	UBA10185	JAAZNV01	NA
SLU2_metabat2.346	SLU2	NA	82.51	5.07	9	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	UBA1062	NA
SLU2_metabat2.485	SLU2	NA	81.84	4.96	9	Firmicutes_A	Clostridia	Christensenellales	CAG-74	Pullichristensenella	Pullichristensenella sp002068815
SLU2_semibin2_52	SLU2	NA	84.38	6.77	10	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp002327465
SLU2_metabat2.391	SLU2	NA	83.81	2.09	10	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	NA
SLU2_metabat2.1174	SLU2	NA	77.92	0.62	10	Armatimonadota	UBA5829	UBA5829	UBA5829	DTKD01	NA
SLU2_metabat2.1578	SLU2	NA	70.79	0.05	10	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA5266	UBA5266 sp012519525
SLU2_semibin2_9	SLU2	NA	89.57	5.52	11	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1447	NA
SLU2_semibin2_108	SLU2	NA	83.6	3.68	11	Firmicutes_B	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	DTU098	DTU098 sp002305915
SLU2_semibin2_29	SLU2	NA	80.22	2.06	12	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	JADGQM01	NA
SLU2_semibin2_5	SLU2	NA	97.21	2.92	13	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	MWDR01	NA
SLU2_semibin2_15	SLU2	NA	94.65	7.76	13	Chloroflexota	Anaerolineae	UBA1429	UBA1429	JAAYDS01	NA
SLU2_metabat2.1487	SLU2	sul1_9_AY963803	91.48	3.85	13	Planctomycetota	Phycisphaerae	UBA1845	PWPN01	JAAYCU01	NA
SLU2_semibin2_26	SLU2	erm(F)_3_M17808	83.01	4.41	13	Bacteroidota	Bacteroidia	Bacteroidales	Tenuifilaceae	Tenuifilum	Tenuifilum sp018056955
SLU2_metabat2.1372	SLU2	NA	79.1	3.99	14	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	UBA4179	UBA4179 sp002849245
SLU2_metabat2.716	SLU2	NA	92.17	2.13	15	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas_B	NA
SLU2_semibin2_79	SLU2	NA	72.27	4.87	15	Chloroflexota	Anaerolineae	B4-G1	SLSP01	DSWT01	NA
SLU2_semibin2_132	SLU2	NA	72.74	0.45	17	Acidobacteriota	Thermoanaerobaculia	UBA5066	UBA5066	UBA5066	NA
SLU2_semibin2_42	SLU2	NA	71.54	1.74	19	Firmicutes_A	Clostridia	Christensenellales	CAG-138	NA	NA
SLU2_semibin2_22	SLU2	NA	86.83	5.41	20	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	DSYU01	NA
SLU3_complete.74	SLU3	NA	100	1.02	1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
SLU3_complete.115	SLU3	NA	100	1.74	1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
SLU3_complete.8	SLU3	NA	100	1.65	1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
SLU3_complete.107	SLU3	NA	98.44	0.31	1	Patescibacteria	Paceibacteria	Paceibacterales	UBA5738	UBA5738	NA
SLU3_complete.13	SLU3	NA	97.73	5.65	1	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	FEB-25	NA
SLU3_complete.24	SLU3	NA	97.69	2	1	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	NA
SLU3_complete.55	SLU3	NA	97.67	1.52	1	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	Syntrophorhabdus sp002067585
SLU3_complete.22	SLU3	NA	97.55	0.83	1	Bacteroidota	Bacteroidia	Bacteroidales	4484-276	RZYY01	RZYY01 sp012516825
SLU3_complete.102	SLU3	NA	97.34	0.48	1	Firmicutes	Bacilli	RFN20	CAG-826	UBA1361	UBA1361 sp002306335
SLU3_complete.138	SLU3	NA	97.17	0.03	1	Patescibacteria	Paceibacteria	Moranbacterales	GWC2-37-73	UBA1362	UBA1362 sp002306085
SLU3_complete.16	SLU3	NA	97.08	0.03	1	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	NA
SLU3_complete.87	SLU3	NA	96.08	2.04	1	Patescibacteria	ABY1	Magasanikbacterales	GWA2-37-8	1-14-0-10-36-32	NA
SLU3_complete.145	SLU3	NA	95.95	0	1	Patescibacteria	ABY1	BM507	UBA917	UBA1359	NA
SLU3_complete.33	SLU3	NA	95.64	1.05	1	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	JAAZGC01	JAAZGC01 sp012841635
SLU3_complete.2	SLU3	NA	94.42	1.41	1	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	NA
SLU3_complete.139	SLU3	NA	94.29	0.38	1	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	Methanofastidiosum sp001587595
SLU3_complete.199	SLU3	NA	93.86	0.12	1	Patescibacteria	Paceibacteria	UBA9983_A	UBA5272	UBA5272	NA
SLU3_semibin2_6	SLU3	NA	92.92	0.01	1	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAAYUI01	JAAYUI01 sp017992475
SLU3_semibin2_44	SLU3	NA	90.87	0.4	1	Patescibacteria	Dojkabacteria	SC72	SC72	UBA5232	NA
SLU3_metabat2.765	SLU3	NA	90.39	1.86	1	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	MWBV01	MWBV01 sp002069705
SLU3_semibin2_82	SLU3	NA	77.1	1.05	1	Patescibacteria	Dojkabacteria	SC72	SC72	UBA5232	UBA5232 sp012513575
SLU3_metabat2.588	SLU3	tet(W)_5_AJ427422	74.36	0.05	1	Firmicutes_A	Clostridia	Christensenellales	CAG-74	NA	NA
SLU3_metabat2.836	SLU3	NA	100	2.62	2	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	MWEV01	MWEV01 sp002071245
SLU3_semibin2_0	SLU3	NA	95.34	0.6	2	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1447	UBA1447 sp002069695
SLU3_metabat2.163	SLU3	ere(A)_2_AF099140	90.73	0.43	2	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Trichlorobacter	NA
SLU3_metabat2.1208	SLU3	NA	83.92	0.03	2	Patescibacteria	WWE3	UBA101185	UBA10185	UBA1397	UBA1397 sp002305205
SLU3_semibin2_52	SLU3	NA	83.07	2.48	2	Patescibacteria	WWE3	UBA101185	UBA10185	NA	NA
SLU3_metabat2.417	SLU3	NA	79.17	0.85	2	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UBA6107	NA
SLU3_semibin2_60	SLU3	NA	75.92	0.69	2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
SLU3_metabat2.887_sub	SLU3	NA	74.16	2.56	2	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	NA
SLU3_metabat2.421	SLU3	NA	70.78	1.19	2	Patescibacteria	JAEDAM01	Absconditabacterales	X112	CAJBLF01	NA
SLU3_metabat2.170	SLU3	NA	98.66	2.15	3	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	PLanc-01	PLanc-01 sp012744475
SLU3_metabat2.634	SLU3	NA	95.53	5.62	3	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	NA
SLU3_semibin2_10	SLU3	NA	91.2	1.9	3	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	T78	NA
SLU3_semibin2_26	SLU3	NA	79.68	1.22	3	Patescibacteria	ABY1	2-01-FULL-39-33	2-01-FULL-39-33	NA	NA
SLU3_metabat2.511	SLU3	NA	77.36	0.51	3	Patescibacteria	Paceibacteria	UBA9983_A	XYD1-FULL-46-19	NA	NA
SLU3_semibin2_55	SLU3	NA	70.4	0.6	3	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1422	UBA1422 sp002304835
SLU3_metabat2.1405	SLU3	NA	99.76	4.78	4	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	Smithella sp018056685
SLU3_metabat2.792	SLU3	sul1_9_AY963803	97	4.02	4	Planctomycetota	Phycisphaerae	UBA1845	PWPN01	JAAYCU01	NA
SLU3_metabat2.773	SLU3	NA	91.52	2.22	4	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	NA
SLU3_metabat2.514	SLU3	NA	86.01	0	4	Verrucomicrobiota	Kiritimatiellae	LD1-PB3	Lenti-01	JAAZFE01	JAAZFE01 sp018432565
SLU3_metabat2.578	SLU3	NA	84.51	0.53	4	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas sp002069095
SLU3_metabat2.1103	SLU3	NA	78.2	2.33	4	Firmicutes	Bacilli	ML615J-28	CAG-698	DUNF01	DUNF01 sp012839485
SLU3_metabat2.641	SLU3	NA	75.74	2.99	4	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	T78	NA
SLU3_metabat2.932	SLU3	NA	73.85	3.08	4	Patescibacteria	Microgenomatia	UBA12405	UBA12405	UBA12158	NA
